Cur Time : 114593.195000sec

processing time : 100 usec

Group idx, Deferrable Flag, Group name(addr)
114,0,0xc9002880
113,1,0xc9000358
112,1,0xc9dd1208
111,1,0xc90005e8
110,1,0xc90005e4
109,0,0xc8f1dcc0
108,0,0xc900fa64
107,1,0xcbc40e00
106,1,0xcbc40de8
105,1,0xcbc3f9c0
104,1,0xcbc3f9a8
103,0,0xc9000570
102,0,0xcc3b7450
101,0,0xcb408484
100,0,0xcae0e9e8
 99,1,0xcbba9d84
 98,0,0xcb812300
 97,0,0xcb6ee750
 96,1,0xcb6ee754
 95,0,0xc9e48968
 94,0,0xcc3b76f4
 93,0,0xb0829c88
 92,0,0xb5911bc4
 91,0,0xb5910eb4
 90,0,0xb59101a4
 89,0,0xb590f494
 88,0,0xb590e784
 87,0,0xb555e094
 86,0,0xb540d064
 85,0,0xb53faa14
 84,0,0xb55445dc
 83,0,0xa08692f8
 82,0,0xa0872af0
 81,1,0xa0872aec
 80,1,0xa08813d4
 79,1,0xa086943c
 78,1,0xa0869438
 77,0,0xa088e720
 76,1,0xa088e724
 75,0,0xc9e75b7c
 74,1,0xcc3b7944
 73,0,0xcc3b7948
 72,0,0xcc3b7924
 71,1,0xcc3b7988
 70,1,0xcc3c5e10
 69,0,0xcc3c5e14
 68,0,0xc9de1d70
 67,0,0xc9de1900
 66,1,0xcb082b20
 65,0,0xcbc39df4
 64,0,0xc9e1a114
 63,1,0xcbc3f980
 62,0,0xc9dcf868
 61,0,0xc9dce6c4
 60,0,0xc9e28dc4
 59,1,0xc9dd0ab8
 58,0,0xc9e11914
 57,0,0xc9e1edc0
 56,1,0xc9dd6310
 55,0,0xc9e1a154
 54,1,0xc9deb300
 53,0,0xc9deb320
 52,0,0xc9deb2f0
 51,1,0xc9e2a3e8
 50,0,0xc9c23144
 49,1,0xcb47e674
 48,0,0xcb1bd7d0
 47,0,0xc879e150
 46,0,0xc879ddb0
 45,0,0xc879da10
 44,0,0xc879d670
 43,0,0xc879d2d0
 42,0,0xc879cf30
 41,0,0xc879cb90
 40,0,0xc879c7f0
 39,0,0xc879c450
 38,0,0xc879c0b0
 37,0,0xc879bd10
 36,0,0xc879b970
 35,0,0xc879b5d0
 34,0,0xc879b230
 33,0,0xc879ae90
 32,0,0xc879aaf0
 31,0,0xc879a750
 30,1,0xcb4795d8
 29,0,0xcc3b79d8
 28,0,0xcb47543c
 27,0,0xcb475f48
 26,0,0xc900be98
 25,0,0xc8adf520
 24,0,0xc8ae30c8
 23,1,0xcbc725bc
 22,1,0xcbc75650
 21,1,0xcbc75644
 20,1,0xcbc7561c
 19,1,0xcbc7378c
 18,1,0xcbc72c68
 17,1,0xb53e268c
 16,1,0xcbc76024
 15,1,0xcbc76098
 14,1,0xcbc7608c
 13,1,0xcbc759e0
 12,1,0xcbbaa1f4
 11,1,0xb53e040c
 10,1,0xcc3b7250
  9,1,0xcbad299c
  8,0,0xcc3b754c
  7,1,0xcc3b7548
  6,1,0xc8adf4d4
  5,1,0xcb834ee8
  4,1,0xc8adf6dc
  3,0,0xc939e1a0
  2,1,0xc8b42a78
  1,0,0xcc3b7560
  0,1,0xcc3b7564


 Group idx, Uint, Duration,  Reload, Timer obj(addr), tcb(addr), func1(addr), func2(addr), def callstack(addr)[near --- far], Start(sec), Expiry(sec)
  0,T_MSEC,      10,       0,0xcc002c5c,0xc89b2490,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0d10f68],114593.193333,114593.203333
 10,T_MSEC,      10,       0,0xcbe5cfc4,0xc89b2fb0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8f02e5c],114593.193337,114593.203337
  2,T_MSEC,     100,     100,0xc8b42a7c,0x00000000,0xd80169f8,0xd80169f8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80599a8],114593.113170,114593.204876
 99,T_USEC,   40063,       0,0xcbba9d80,0x00000000,0xd801bcdc,0xd801bcdc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8a77c14],114593.173145,114593.213208
  0,T_MSEC,     100,       0,0xe8cb9a64,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd80112cc 0xd8004524],114593.115190,114593.215190
 10,T_MSEC,     250,       0,0xcb83c428,0xc89b2850,0xc10cb1f4,0xc10cb1f4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc10cb288],114592.993065,114593.243065
  0,T_MSEC,     250,       0,0xcc0534c4,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9ff7858],114592.993071,114593.243071
 70,T_MSEC,     530,     300,0xb5b30fac,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881ec],114592.947534,114593.247525
 71,T_MSEC,     100,       0,0xcc3b7980,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f14],114593.173372,114593.273372
 70,T_MSEC,      50,     100,0xb5b22074,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90a6374],114593.174676,114593.274673
  6,T_MSEC,     200,     200,0xc8adf4d0,0x00000000,0xd80188d0,0xd80188d0,[0xc0d9b21c 0xc0d9ee4c 0xd80d6514 0xd80e2c0c],114593.113174,114593.307232
 10,T_MSEC,     200,       0,0xcb6ee148,0xc89b2560,0xd8bbbd2c,0xd8bbbd2c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9a643c0],114593.113214,114593.313214
 70,T_MSEC,     330,     300,0xb5b30f4c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881b4],114593.053105,114593.347516
  0,T_MSEC,     500,     500,0xcb03e168,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda004ddc],114592.856793,114593.356788
  0,T_MSEC,     300,       0,0xc8204974,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd8010c3c 0xd80116c4],114593.073371,114593.373371
 70,T_SEC ,       1,       1,0xb5b2e73c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90e3e30],114592.533044,114593.524616
 70,T_MSEC,    1000,    1000,0xb54d2efc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9104504],114592.533059,114593.524894
 70,T_MSEC,     630,     800,0xb5b30fdc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9588208],114592.747525,114593.547528
 10,T_MSEC,    4000,       0,0xb5a77f84,0xc89b2cc0,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],114589.581449,114593.581449
 17,T_TICK,38397553,       0,0xb53e2688,0x00000000,0xda07cc18,0xda07cc18,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda06caec],114591.713208,114593.713080
 10,T_MSEC,    2000,       0,0xcbde7fa4,0xc89b2f50,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8ed25c8],114591.713086,114593.713086
 10,T_MSEC,    2000,       0,0xcb404df8,0xc89b27d0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8bb40c4],114591.713105,114593.713105
 10,T_MSEC,    1000,       0,0xc8b5b994,0xc89b2850,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1dbb4],114592.713154,114593.713154
 10,T_MSEC,    1000,       0,0xb5a7bd74,0xc89b2670,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],114592.713227,114593.713227
 10,T_MSEC,    1000,       0,0xc9e3f8d4,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd7989c],114592.713785,114593.713785
 70,T_MSEC,    1000,    1000,0xb5c4b3fc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd914f3a8],114592.785133,114593.785133
 70,T_MSEC,     430,     700,0xb5b30f7c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881d0],114593.153064,114593.847522
110,T_MSEC,       1,    1000,0xc90005dc,0xc89b2d20,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0ef3c24],114592.943100,114593.939663
100,T_MSEC,     997,       0,0xb5aa32b4,0xc89b2960,0xdcabc028,0xdcabc028,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1dc],114592.945751,114593.942751
100,T_MSEC,    1000,       0,0xb5a952a4,0xc89b28e0,0xdcabc028,0xdcabc028,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1dc],114593.002144,114594.002144
 10,T_MSEC,    1000,       0,0xb5a764c4,0xc89b2690,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],114593.002169,114594.002169
 12,T_TICK,23897504,       0,0xcbbaa1f0,0x00000000,0xd80c03b8,0xd80c03b8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80c0108],114592.791899,114594.036561
 10,T_MSEC,    2240,       0,0xc9e3f840,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798ac],114591.855398,114594.095398
 10,T_MSEC,    1000,       0,0xcc3b7344,0xc89b2ab0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1e004],114593.183464,114594.183464
 10,T_MSEC,    3000,       0,0xcbea7940,0xc89b2fb0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],114591.512604,114594.512604
 10,T_MSEC,    3000,       0,0xcbeb4d78,0xc89b2fc0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],114591.512612,114594.512612
 10,T_MSEC,    3000,       0,0xcbe991b8,0xc89b2fa0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],114591.512617,114594.512617
 10,T_MSEC,    3000,       0,0xcbe92ff0,0xc89b2f90,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],114591.512621,114594.512621
 10,T_MSEC,    3000,       0,0xcc3b1758,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798bc],114591.524670,114594.524670
 10,T_MSEC,   10000,       0,0xcaf98ba4,0xc89b2f50,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8ed25a4],114585.502756,114595.502756
 10,T_MSEC,    5000,       0,0xb5a94184,0xc89b2480,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],114590.502928,114595.502928
 10,T_MSEC,    5000,       0,0xe8df1c20,0xc89b2eb0,0xd8100940,0xd8100940,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc100a290],114590.502941,114595.502941
  0,T_MSEC,    5000,       0,0xc900eb40,0x00000000,0xd8026afc,0xd8026afc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8026a80],114590.536592,114595.536592
114,T_MSEC,    3000,       0,0xc9002878,0xc89b2d30,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0efd2ac],114593.183785,114596.183785
  0,T_SEC ,      30,       0,0xcc3b797c,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85ef4],114566.284910,114596.284910
 10,T_MSEC,   30000,       0,0xcc3b7354,0xc89b2d10,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e2d4dc],114566.285633,114596.285633
 70,T_MSEC,     730,   10000,0xb5b3100c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95b8428],114586.847531,114596.847532
100,T_MSEC,   60000,       0,0xb5a77324,0xc89b2cc0,0xdcabc028,0xdcabc028,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1dc],114536.948205,114596.948205
