Cur Time : 79000.137000sec

processing time : 87 usec

Group idx, Deferrable Flag, Group name(addr)
114,0,0xc9002880
113,1,0xc9000358
112,1,0xc9dd1208
111,1,0xc90005e8
110,1,0xc90005e4
109,0,0xc8f1dcc0
108,0,0xc900fa64
107,1,0xcbc40e00
106,1,0xcbc40de8
105,1,0xcbc3f9c0
104,1,0xcbc3f9a8
103,0,0xc9000570
102,0,0xcc3b7450
101,0,0xcb408484
100,0,0xcae0e9e8
 99,1,0xcbba9d84
 98,0,0xcb812300
 97,0,0xcb6ee750
 96,1,0xcb6ee754
 95,0,0xc9e48968
 94,0,0xcc3b76f4
 93,0,0xb0829c88
 92,0,0xb5911bc4
 91,0,0xb5910eb4
 90,0,0xb59101a4
 89,0,0xb590f494
 88,0,0xb590e784
 87,0,0xb555e094
 86,0,0xb540d064
 85,0,0xb53faa14
 84,0,0xb55445dc
 83,0,0xa08692f8
 82,0,0xa0872af0
 81,1,0xa0872aec
 80,1,0xa08813d4
 79,1,0xa086943c
 78,1,0xa0869438
 77,0,0xa088e720
 76,1,0xa088e724
 75,0,0xc9e75b7c
 74,1,0xcc3b7944
 73,0,0xcc3b7948
 72,0,0xcc3b7924
 71,1,0xcc3b7988
 70,1,0xcc3c5e10
 69,0,0xcc3c5e14
 68,0,0xc9de1d70
 67,0,0xc9de1900
 66,1,0xcb082b20
 65,0,0xcbc39df4
 64,0,0xc9e1a114
 63,1,0xcbc3f980
 62,0,0xc9dcf868
 61,0,0xc9dce6c4
 60,0,0xc9e28dc4
 59,1,0xc9dd0ab8
 58,0,0xc9e11914
 57,0,0xc9e1edc0
 56,1,0xc9dd6310
 55,0,0xc9e1a154
 54,1,0xc9deb300
 53,0,0xc9deb320
 52,0,0xc9deb2f0
 51,1,0xc9e2a3e8
 50,0,0xc9c23144
 49,1,0xcb47e674
 48,0,0xcb1bd7d0
 47,0,0xc879e150
 46,0,0xc879ddb0
 45,0,0xc879da10
 44,0,0xc879d670
 43,0,0xc879d2d0
 42,0,0xc879cf30
 41,0,0xc879cb90
 40,0,0xc879c7f0
 39,0,0xc879c450
 38,0,0xc879c0b0
 37,0,0xc879bd10
 36,0,0xc879b970
 35,0,0xc879b5d0
 34,0,0xc879b230
 33,0,0xc879ae90
 32,0,0xc879aaf0
 31,0,0xc879a750
 30,1,0xcb4795d8
 29,0,0xcc3b79d8
 28,0,0xcb47543c
 27,0,0xcb475f48
 26,0,0xc900be98
 25,0,0xc8adf520
 24,0,0xc8ae30c8
 23,1,0xcbc725bc
 22,1,0xcbc75650
 21,1,0xcbc75644
 20,1,0xcbc7561c
 19,1,0xcbc7378c
 18,1,0xcbc72c68
 17,1,0xb53e268c
 16,1,0xcbc76024
 15,1,0xcbc76098
 14,1,0xcbc7608c
 13,1,0xcbc759e0
 12,1,0xcbbaa1f4
 11,1,0xb53e040c
 10,1,0xcc3b7250
  9,1,0xcbad299c
  8,0,0xcc3b754c
  7,1,0xcc3b7548
  6,1,0xc8adf4d4
  5,1,0xcb834ee8
  4,1,0xc8adf6dc
  3,0,0xc939e1a0
  2,1,0xc8b42a78
  1,0,0xcc3b7560
  0,1,0xcc3b7564


 Group idx, Uint, Duration,  Reload, Timer obj(addr), tcb(addr), func1(addr), func2(addr), def callstack(addr)[near --- far], Start(sec), Expiry(sec)
  0,T_MSEC,      10,       0,0xcc002c5c,0xc89b2490,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0d10f68],79000.130356,79000.140356
 70,T_MSEC,     530,     300,0xb5c5a7cc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881ec],78999.982851,79000.180044
 99,T_USEC,   49985,       0,0xcbba9d80,0x00000000,0xd801bcdc,0xd801bcdc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8a77c14],79000.130360,79000.180345
 10,T_MSEC,     200,       0,0xcb6ee148,0xc89b2560,0xd8bbbd2c,0xd8bbbd2c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9a643c0],78999.982945,79000.182945
 70,T_MSEC,      50,     100,0xb5bb9c64,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90a6374],79000.130342,79000.194120
  2,T_MSEC,     100,     100,0xc8b42a7c,0x00000000,0xd80169f8,0xd80169f8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80599a8],79000.130328,79000.204876
  0,T_MSEC,     100,       0,0xe8cb9a64,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd80112cc 0xd8004524],79000.130396,79000.230396
 10,T_MSEC,     250,       0,0xcb83c428,0xc89b2850,0xc10cb1f4,0xc10cb1f4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc10cb288],78999.982894,79000.232894
  0,T_MSEC,     250,       0,0xcc0534c4,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9ff7858],78999.983008,79000.233008
 10,T_MSEC,    3000,       0,0xcc3b1758,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798bc],78997.263022,79000.263022
 70,T_MSEC,     330,     300,0xb5c5a76c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881b4],78999.982822,79000.280035
  0,T_MSEC,     300,       0,0xc8204974,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd8010c3c 0xd80116c4],78999.982929,79000.282929
 71,T_MSEC,    1000,       0,0xcc3b7980,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f14],78999.284708,79000.284708
 10,T_MSEC,    1000,       0,0xc8b5b994,0xc89b2850,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1dbb4],78999.284771,79000.284771
 10,T_MSEC,    1000,       0,0xb5a7bd74,0xc89b2670,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],78999.284787,79000.284787
 10,T_MSEC,    1000,       0,0xc9e3f8d4,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd7989c],78999.284884,79000.284884
  6,T_MSEC,     200,     200,0xc8adf4d0,0x00000000,0xd80188d0,0xd80188d0,[0xc0d9b21c 0xc0d9ee4c 0xd80d6514 0xd80e2c0c],79000.130343,79000.307232
  0,T_MSEC,     500,     500,0xcb03e168,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda004ddc],78999.982813,79000.356788
 70,T_MSEC,     500,       0,0xcb6565f4,0x00000000,0xd95eebe4,0xd95eebe4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95ee9dc],78999.982908,79000.482908
 10,T_MSEC,    4000,       0,0xb5a77f84,0xc89b2cc0,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],78996.664166,79000.664166
 70,T_SEC ,       1,       1,0xb5c4807c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90e3e30],78999.982871,79000.744050
 70,T_MSEC,    1000,    1000,0xb54d2efc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9104504],78999.982885,79000.744383
 70,T_MSEC,     430,     700,0xb5c5a79c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881d0],79000.130335,79000.780040
 70,T_MSEC,     630,     800,0xb5c5a7fc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9588208],79000.130338,79000.880046
110,T_MSEC,       1,    1000,0xc90005dc,0xc89b2d20,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0ef3c24],78999.982898,79000.939663
 10,T_MSEC,    2240,       0,0xc9e3f840,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798ac],78998.702935,79000.942935
 70,T_MSEC,    1000,    1000,0xb5ad91ac,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd914f3a8],78999.993635,79000.993635
 10,T_MSEC,    1000,       0,0xcc3b7344,0xc89b2ab0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1e004],79000.129860,79001.129860
  0,T_SEC ,       6,       0,0xcc051a88,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda00e09c],78995.240680,79001.240680
 12,T_TICK,21627378,       0,0xcbbaa1f0,0x00000000,0xd80c03b8,0xd80c03b8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80c0108],79000.130320,79001.256746
 10,T_MSEC,    3000,       0,0xcbeb4d78,0xc89b2fc0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],78998.267544,79001.267544
 10,T_MSEC,    3000,       0,0xcbea7940,0xc89b2fb0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],78998.267557,79001.267557
 10,T_MSEC,    3000,       0,0xcbe92ff0,0xc89b2f90,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],78998.267587,79001.267587
 10,T_MSEC,    3000,       0,0xcbe991b8,0xc89b2fa0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],78998.267601,79001.267601
 10,T_MSEC,    3000,       0,0xcc3b7390,0xc89b2d10,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e4cc50],78998.267990,79001.267990
 10,T_MSEC,    2000,       0,0xcbde7fa4,0xc89b2f50,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8ed25c8],78999.284653,79001.284653
 17,T_TICK,38397092,       0,0xb53e2688,0x00000000,0xda07cc18,0xda07cc18,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda06caec],78999.284812,79001.284661
 10,T_MSEC,    2000,       0,0xcb404df8,0xc89b27d0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8bb40c4],78999.284688,79001.284688
 10,T_MSEC,    5000,       0,0xe8e12fc0,0xc89b2eb0,0xd8100940,0xd8100940,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc100a290],78997.064176,79002.064176
 10,T_MSEC,    5000,       0,0xb5a94184,0xc89b2480,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],78997.064183,79002.064183
  0,T_MSEC,   10000,       0,0xc900eb4c,0x00000000,0xd8026afc,0xd8026afc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8026a80],78992.074268,79002.074268
  0,T_MSEC,    5000,       0,0xc900eb40,0x00000000,0xd8026afc,0xd8026afc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8026a80],78997.079827,79002.079827
 10,T_MSEC,   10000,       0,0xb5a38fa4,0xc89b2cd0,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],78992.115619,79002.115619
114,T_MSEC,    3000,       0,0xc9002878,0xc89b2d30,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0efd2ac],79000.130161,79003.130161
 10,T_MSEC,   10000,       0,0xb5aa3364,0xc89b2960,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],78994.114886,79004.114886
  0,T_MSEC,    5000,       0,0xcc3b7984,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f30],78999.289636,79004.289636
 70,T_MSEC,     730,   10000,0xb5c5a82c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95b8428],78994.862881,79004.580050
  0,T_SEC ,      10,       0,0xca446d58,0x00000000,0xd8358c6c,0xd8358c6c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8358e1c],78994.862942,79004.862942
