Cur Time : 79373.905000sec

processing time : 91 usec

Group idx, Deferrable Flag, Group name(addr)
114,0,0xc9002880
113,1,0xc9000358
112,1,0xc9dd1208
111,1,0xc90005e8
110,1,0xc90005e4
109,0,0xc8f1dcc0
108,0,0xc900fa64
107,1,0xcbc40e00
106,1,0xcbc40de8
105,1,0xcbc3f9c0
104,1,0xcbc3f9a8
103,0,0xc9000570
102,0,0xcc3b7450
101,0,0xcb408484
100,0,0xcae0e9e8
 99,1,0xcbba9d84
 98,0,0xcb812300
 97,0,0xcb6ee750
 96,1,0xcb6ee754
 95,0,0xc9e48968
 94,0,0xcc3b76f4
 93,0,0xb0829c88
 92,0,0xb5911bc4
 91,0,0xb5910eb4
 90,0,0xb59101a4
 89,0,0xb590f494
 88,0,0xb590e784
 87,0,0xb555e094
 86,0,0xb540d064
 85,0,0xb53faa14
 84,0,0xb55445dc
 83,0,0xa08692f8
 82,0,0xa0872af0
 81,1,0xa0872aec
 80,1,0xa08813d4
 79,1,0xa086943c
 78,1,0xa0869438
 77,0,0xa088e720
 76,1,0xa088e724
 75,0,0xc9e75b7c
 74,1,0xcc3b7944
 73,0,0xcc3b7948
 72,0,0xcc3b7924
 71,1,0xcc3b7988
 70,1,0xcc3c5e10
 69,0,0xcc3c5e14
 68,0,0xc9de1d70
 67,0,0xc9de1900
 66,1,0xcb082b20
 65,0,0xcbc39df4
 64,0,0xc9e1a114
 63,1,0xcbc3f980
 62,0,0xc9dcf868
 61,0,0xc9dce6c4
 60,0,0xc9e28dc4
 59,1,0xc9dd0ab8
 58,0,0xc9e11914
 57,0,0xc9e1edc0
 56,1,0xc9dd6310
 55,0,0xc9e1a154
 54,1,0xc9deb300
 53,0,0xc9deb320
 52,0,0xc9deb2f0
 51,1,0xc9e2a3e8
 50,0,0xc9c23144
 49,1,0xcb47e674
 48,0,0xcb1bd7d0
 47,0,0xc879e150
 46,0,0xc879ddb0
 45,0,0xc879da10
 44,0,0xc879d670
 43,0,0xc879d2d0
 42,0,0xc879cf30
 41,0,0xc879cb90
 40,0,0xc879c7f0
 39,0,0xc879c450
 38,0,0xc879c0b0
 37,0,0xc879bd10
 36,0,0xc879b970
 35,0,0xc879b5d0
 34,0,0xc879b230
 33,0,0xc879ae90
 32,0,0xc879aaf0
 31,0,0xc879a750
 30,1,0xcb4795d8
 29,0,0xcc3b79d8
 28,0,0xcb47543c
 27,0,0xcb475f48
 26,0,0xc900be98
 25,0,0xc8adf520
 24,0,0xc8ae30c8
 23,1,0xcbc725bc
 22,1,0xcbc75650
 21,1,0xcbc75644
 20,1,0xcbc7561c
 19,1,0xcbc7378c
 18,1,0xcbc72c68
 17,1,0xb53e268c
 16,1,0xcbc76024
 15,1,0xcbc76098
 14,1,0xcbc7608c
 13,1,0xcbc759e0
 12,1,0xcbbaa1f4
 11,1,0xb53e040c
 10,1,0xcc3b7250
  9,1,0xcbad299c
  8,0,0xcc3b754c
  7,1,0xcc3b7548
  6,1,0xc8adf4d4
  5,1,0xcb834ee8
  4,1,0xc8adf6dc
  3,0,0xc939e1a0
  2,1,0xc8b42a78
  1,0,0xcc3b7560
  0,1,0xcc3b7564


 Group idx, Uint, Duration,  Reload, Timer obj(addr), tcb(addr), func1(addr), func2(addr), def callstack(addr)[near --- far], Start(sec), Expiry(sec)
  0,T_MSEC,      10,       0,0xcc002c5c,0xc89b2490,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0d10f68],79373.896240,79373.906240
  6,T_MSEC,     200,     200,0xc8adf4d0,0x00000000,0xd80188d0,0xd80188d0,[0xc0d9b21c 0xc0d9ee4c 0xd80d6514 0xd80e2c0c],79373.741151,79373.907232
110,T_MSEC,       1,    1000,0xc90005dc,0xc89b2d20,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0ef3c24],79373.112258,79373.939663
 10,T_MSEC,     200,       0,0xcb6ee148,0xc89b2560,0xd8bbbd2c,0xd8bbbd2c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9a643c0],79373.741328,79373.941328
 99,T_USEC,   49986,       0,0xcbba9d80,0x00000000,0xd801bcdc,0xd801bcdc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8a77c14],79373.896244,79373.946230
 70,T_MSEC,     530,     300,0xb5c5a7cc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881ec],79373.741180,79373.980044
 10,T_MSEC,     250,       0,0xcb83c428,0xc89b2850,0xc10cb1f4,0xc10cb1f4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc10cb288],79373.741222,79373.991222
  0,T_MSEC,     250,       0,0xcc0534c4,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9ff7858],79373.741381,79373.991381
 70,T_MSEC,      50,     100,0xb5bb9c64,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90a6374],79373.896220,79373.994120
  0,T_MSEC,     100,       0,0xe8cb9a64,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd80112cc 0xd8004524],79373.896280,79373.996280
  2,T_MSEC,     100,     100,0xc8b42a7c,0x00000000,0xd80169f8,0xd80169f8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80599a8],79373.904878,79374.004876
  0,T_MSEC,     300,       0,0xc8204974,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd8010c3c 0xd80116c4],79373.741266,79374.041266
 70,T_MSEC,     330,     300,0xb5c5a76c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881b4],79373.896214,79374.080035
 10,T_MSEC,    3000,       0,0xcc3b1758,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798bc],79371.181394,79374.181394
 70,T_MSEC,     500,       0,0xcb6565f4,0x00000000,0xd95eebe4,0xd95eebe4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95ee9dc],79373.741261,79374.241261
  0,T_MSEC,     500,     500,0xcb03e168,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda004ddc],79373.896226,79374.356788
 70,T_MSEC,     630,     800,0xb5c5a7fc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9588208],79373.741240,79374.480046
 10,T_MSEC,   10000,       0,0xcaf98ba4,0xc89b2f50,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8ed25a4],79364.541432,79374.541432
 70,T_MSEC,     430,     700,0xb5c5a79c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881d0],79373.896230,79374.580040
 70,T_MSEC,     730,   10000,0xb5c5a82c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95b8428],79364.580097,79374.580050
 10,T_MSEC,    2240,       0,0xc9e3f840,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798ac],79372.450606,79374.690606
 71,T_MSEC,    1000,       0,0xcc3b7980,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f14],79373.741273,79374.741273
 10,T_MSEC,    1000,       0,0xc8b5b994,0xc89b2850,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1dbb4],79373.741309,79374.741309
 10,T_MSEC,    1000,       0,0xb5a7bd74,0xc89b2670,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],79373.741344,79374.741344
 10,T_MSEC,    1000,       0,0xc9e3f8d4,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd7989c],79373.741475,79374.741475
 70,T_SEC ,       1,       1,0xb5c4807c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90e3e30],79373.744052,79374.744050
 70,T_MSEC,    1000,    1000,0xb54d2efc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9104504],79373.744287,79374.744383
 70,T_MSEC,    1000,    1000,0xb5ad91ac,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd914f3a8],79373.751969,79374.751969
 10,T_MSEC,    1000,       0,0xcc3b7344,0xc89b2ab0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1e004],79373.895756,79374.895756
 12,T_TICK,21482522,       0,0xcbbaa1f0,0x00000000,0xd80c03b8,0xd80c03b8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80c0108],79373.896206,79375.015087
 10,T_MSEC,    2000,       0,0xcbde7fa4,0xc89b2f50,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8ed25c8],79373.220476,79375.220476
 10,T_MSEC,    2000,       0,0xcb404df8,0xc89b27d0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8bb40c4],79373.220502,79375.220502
 17,T_TICK,38398355,       0,0xb53e2688,0x00000000,0xda07cc18,0xda07cc18,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda06caec],79373.220588,79375.220502
 10,T_MSEC,    5000,       0,0xe8e12fc0,0xc89b2eb0,0xd8100940,0xd8100940,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc100a290],79371.181352,79376.181352
 10,T_MSEC,    5000,       0,0xb5a94184,0xc89b2480,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],79371.181419,79376.181419
  0,T_MSEC,    5000,       0,0xc900eb40,0x00000000,0xd8026afc,0xd8026afc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8026a80],79371.183735,79376.183735
  0,T_SEC ,       6,       0,0xcc051a88,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda00e09c],79370.194483,79376.194483
 10,T_MSEC,    3000,       0,0xcbea7940,0xc89b2fb0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],79373.220523,79376.220523
 10,T_MSEC,    3000,       0,0xcbeb4d78,0xc89b2fc0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f55b0],79373.220534,79376.220534
 10,T_MSEC,    3000,       0,0xcbe991b8,0xc89b2fa0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],79373.220559,79376.220559
 10,T_MSEC,    3000,       0,0xcbe92ff0,0xc89b2f90,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdc3f0d7c],79373.220574,79376.220574
 10,T_MSEC,    3000,       0,0xcc3b7390,0xc89b2d10,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e4cc50],79373.220891,79376.220891
 10,T_MSEC,    4000,       0,0xb5a77f84,0xc89b2cc0,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],79372.450692,79376.450692
114,T_MSEC,    3000,       0,0xc9002878,0xc89b2d30,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0efd2ac],79373.896040,79376.896040
 10,T_MSEC,   10000,       0,0xb5aa3364,0xc89b2960,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],79368.113404,79378.113404
  0,T_MSEC,    5000,       0,0xcc3b7984,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f30],79373.746162,79378.746162
  0,T_SEC ,      30,       0,0xcc3b797c,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85ef4],79349.039719,79379.039719
  0,T_MSEC,   10000,       0,0xc900eb4c,0x00000000,0xd8026afc,0xd8026afc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8026a80],79369.909280,79379.909280
