Cur Time : 112799.862000sec

processing time : 114 usec

Group idx, Deferrable Flag, Group name(addr)
114,0,0xc9002880
113,1,0xc9000358
112,1,0xc9dd1208
111,1,0xc90005e8
110,1,0xc90005e4
109,0,0xc8f1dcc0
108,0,0xc900fa64
107,1,0xcbc40e00
106,1,0xcbc40de8
105,1,0xcbc3f9c0
104,1,0xcbc3f9a8
103,0,0xc9000570
102,0,0xcc3b7450
101,0,0xcb408484
100,0,0xcae0e9e8
 99,1,0xcbba9d84
 98,0,0xcb812300
 97,0,0xcb6ee750
 96,1,0xcb6ee754
 95,0,0xc9e48968
 94,0,0xcc3b76f4
 93,0,0xb0829c88
 92,0,0xb5911bc4
 91,0,0xb5910eb4
 90,0,0xb59101a4
 89,0,0xb590f494
 88,0,0xb590e784
 87,0,0xb555e094
 86,0,0xb540d064
 85,0,0xb53faa14
 84,0,0xb55445dc
 83,0,0xa08692f8
 82,0,0xa0872af0
 81,1,0xa0872aec
 80,1,0xa08813d4
 79,1,0xa086943c
 78,1,0xa0869438
 77,0,0xa088e720
 76,1,0xa088e724
 75,0,0xc9e75b7c
 74,1,0xcc3b7944
 73,0,0xcc3b7948
 72,0,0xcc3b7924
 71,1,0xcc3b7988
 70,1,0xcc3c5e10
 69,0,0xcc3c5e14
 68,0,0xc9de1d70
 67,0,0xc9de1900
 66,1,0xcb082b20
 65,0,0xcbc39df4
 64,0,0xc9e1a114
 63,1,0xcbc3f980
 62,0,0xc9dcf868
 61,0,0xc9dce6c4
 60,0,0xc9e28dc4
 59,1,0xc9dd0ab8
 58,0,0xc9e11914
 57,0,0xc9e1edc0
 56,1,0xc9dd6310
 55,0,0xc9e1a154
 54,1,0xc9deb300
 53,0,0xc9deb320
 52,0,0xc9deb2f0
 51,1,0xc9e2a3e8
 50,0,0xc9c23144
 49,1,0xcb47e674
 48,0,0xcb1bd7d0
 47,0,0xc879e150
 46,0,0xc879ddb0
 45,0,0xc879da10
 44,0,0xc879d670
 43,0,0xc879d2d0
 42,0,0xc879cf30
 41,0,0xc879cb90
 40,0,0xc879c7f0
 39,0,0xc879c450
 38,0,0xc879c0b0
 37,0,0xc879bd10
 36,0,0xc879b970
 35,0,0xc879b5d0
 34,0,0xc879b230
 33,0,0xc879ae90
 32,0,0xc879aaf0
 31,0,0xc879a750
 30,1,0xcb4795d8
 29,0,0xcc3b79d8
 28,0,0xcb47543c
 27,0,0xcb475f48
 26,0,0xc900be98
 25,0,0xc8adf520
 24,0,0xc8ae30c8
 23,1,0xcbc725bc
 22,1,0xcbc75650
 21,1,0xcbc75644
 20,1,0xcbc7561c
 19,1,0xcbc7378c
 18,1,0xcbc72c68
 17,1,0xb53e268c
 16,1,0xcbc76024
 15,1,0xcbc76098
 14,1,0xcbc7608c
 13,1,0xcbc759e0
 12,1,0xcbbaa1f4
 11,1,0xb53e040c
 10,1,0xcc3b7250
  9,1,0xcbad299c
  8,0,0xcc3b754c
  7,1,0xcc3b7548
  6,1,0xc8adf4d4
  5,1,0xcb834ee8
  4,1,0xc8adf6dc
  3,0,0xc939e1a0
  2,1,0xc8b42a78
  1,0,0xcc3b7560
  0,1,0xcc3b7564


 Group idx, Uint, Duration,  Reload, Timer obj(addr), tcb(addr), func1(addr), func2(addr), def callstack(addr)[near --- far], Start(sec), Expiry(sec)
  0,T_MSEC,       1,       1,0xcb597860,0x00000000,0xc0d00dd4,0xc0d00dd4,[0xc0f6bf48 0xd8bb07e0 0xd80e3988 0xc10f6adc],112799.861920,112799.862918
  0,T_MSEC,       2,       2,0xcb6e6360,0x00000000,0xc0c9cca8,0xc0c9cca8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0c8b4b4],112799.861916,112799.863914
  0,T_MSEC,     100,       0,0xe8cb9a64,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd80112cc 0xd8004524],112799.763967,112799.863967
 70,T_MSEC,     100,     100,0xb5c3e0cc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90759e8],112799.765335,112799.865333
  0,T_MSEC,       5,       5,0xcb599eac,0x00000000,0xc0d00dd4,0xc0d00dd4,[0xc0f6bf48 0xd8b89488 0xd80e3988 0xc10f6adc],112799.860931,112799.865981
  0,T_MSEC,      10,      10,0xcb599e48,0x00000000,0xc0d00dd4,0xc0d00dd4,[0xc0f6bf48 0xd90651b4 0xd8b8948c 0xd80e3988],112799.856042,112799.866041
  0,T_MSEC,      10,      10,0xcb6ab84c,0x00000000,0xc107d6ac,0xc107d6ac,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc107dae8],112799.856777,112799.866775
 10,T_MSEC,       5,       0,0xb57958b8,0xc89b2560,0xd8bb70f4,0xd8bb70f4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9afcb2c],112799.861956,112799.866956
 10,T_MSEC,      10,       0,0xcbe5cfc4,0xc89b2fb0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8f02e5c],112799.857928,112799.867928
  0,T_MSEC,      10,      10,0xca8d4f1c,0x00000000,0xd85a3cb0,0xd85a3cb0,[0xc0f6bf48 0xd85a43a0 0xd85b2844 0xd85bf560],112799.858410,112799.868409
 70,T_MSEC,      80,       0,0xb5afbe54,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd957f458],112799.788959,112799.868959
  0,T_MSEC,      10,       0,0xcc002c5c,0xc89b2490,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0d10f68],112799.859960,112799.869960
 70,T_MSEC,      60,       0,0xb5b25574,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90d1230],112799.812947,112799.872947
 70,T_MSEC,       0,      20,0xcb63a5cc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd952d58c],112799.856405,112799.876404
  0,T_MSEC,      50,      50,0xc195a15c,0x00000000,0xd834a828,0xd834a828,[0xc0f6bf48 0xd83493ec 0xd8349314 0xd833becc],112799.828575,112799.878572
 70,T_MSEC,      80,       0,0xb5b19f84,0x00000000,0xd8ba3f20,0xd8ba3f20,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95d25d0],112799.805890,112799.885890
 70,T_MSEC,      30,       0,0xb5c441d4,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd925c140],112799.860342,112799.890342
 70,T_MSEC,      80,       0,0xb5b07e6c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8bacd34],112799.812037,112799.892038
 99,T_USEC,   49985,       0,0xcbba9d80,0x00000000,0xd801bcdc,0xd801bcdc,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8a77c14],112799.847952,112799.897937
 70,T_MSEC,      50,     100,0xb5bb8214,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90a6374],112799.802641,112799.902636
  2,T_MSEC,     100,     100,0xc8b42a7c,0x00000000,0xd80169f8,0xd80169f8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd80599a8],112799.804880,112799.904876
 10,T_MSEC,      50,       0,0xb57958e0,0xc89b2560,0xd9b59a3c,0xd9b59a3c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9afcb4c],112799.855935,112799.905935
  6,T_MSEC,     200,     200,0xc8adf4d0,0x00000000,0xd80188d0,0xd80188d0,[0xc0d9b21c 0xc0d9ee4c 0xd80d6514 0xd80e2c0c],112799.707234,112799.907232
110,T_MSEC,       1,    1000,0xc90005dc,0xc89b2d20,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0ef3c24],112798.939666,112799.939663
 10,T_MSEC,     200,       0,0xcb6ee148,0xc89b2560,0xd8bbbd2c,0xd8bbbd2c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9a643c0],112799.748858,112799.948858
 70,T_MSEC,     100,     100,0xb5c2050c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95c58bc],112799.855092,112799.955091
 70,T_MSEC,     530,     300,0xb5b849ac,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881ec],112799.679345,112799.979342
  0,T_SEC ,       6,       0,0xcc051a88,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xda00e09c],112793.985327,112799.985327
 70,T_MSEC,     200,     200,0xcc16671c,0x00000000,0xd915c4f8,0xd915c4f8,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd915c4d8],112799.787507,112799.987504
  0,T_MSEC,     250,       0,0xcc0534c4,0xc89b2870,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9ff7858],112799.744450,112799.994450
 70,T_MSEC,     200,       0,0x89690b1c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd91a429c],112799.842450,112800.042450
 10,T_MSEC,     250,       0,0xcb83c428,0xc89b2850,0xc10cb1f4,0xc10cb1f4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc10cb288],112799.797958,112800.047958
  0,T_MSEC,     300,       0,0xc8204974,0x00000000,0xd801686c,0xd801686c,[0xc0d9b21c 0xc0d9ee4c 0xd8010c3c 0xd80116c4],112799.765973,112800.065973
 70,T_MSEC,     330,     300,0xb5b8494c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881b4],112799.779337,112800.079333
 70,T_MSEC,     520,     500,0xb5bd6c24,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd952d584],112799.585481,112800.085479
  0,T_MSEC,     500,     500,0xcb599e58,0x00000000,0xc0d00dd4,0xc0d00dd4,[0xc0f6bf48 0xd90651cc 0xd8b8948c 0xd80e3988],112799.615934,112800.116032
  0,T_MSEC,     500,     500,0xcba6f0d8,0x00000000,0xd9f36aec,0xd9f36aec,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9a958a0],112799.653738,112800.153735
 70,T_MSEC,     630,     800,0xb5b849dc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9588208],112799.379353,112800.179345
 70,T_MSEC,     500,       0,0xcb6565f4,0x00000000,0xd95eebe4,0xd95eebe4,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95ee9dc],112799.764936,112800.264936
 71,T_MSEC,    1000,       0,0xcc3b7980,0xc89b2de0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd8b85f14],112799.264970,112800.264970
 10,T_MSEC,    1000,       0,0xc8b5b994,0xc89b2850,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xc0e1dbb4],112799.264986,112800.264986
 10,T_MSEC,    1000,       0,0xb5a7bd74,0xc89b2670,0xdc009b4c,0xdc009b4c,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcabb1c0],112799.265998,112800.265998
 10,T_MSEC,    3000,       0,0xcc3b1758,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd798bc],112797.266787,112800.266787
 10,T_MSEC,    1000,       0,0xc9e3f8d4,0xc89b24a0,0x00000000,0x00000000,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xdcd7989c],112799.267118,112800.267118
 70,T_MSEC,     430,     700,0xb5b8497c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95881d0],112799.579342,112800.279338
 70,T_MSEC,     730,   10000,0xb5b84a0c,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd95b8428],112790.279353,112800.279352
 70,T_SEC ,       1,       1,0xb5be9bbc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd90e3e30],112799.352581,112800.352577
 70,T_MSEC,    1000,    1000,0xb54d2efc,0x00000000,0xd8baa160,0xd8baa160,[0xc0d9b1fc 0xc0da40fc 0xc0da5540 0xd9104504],112799.352828,112800.352825
